comment,coment_en
itu jaksanya perempuan ya ka gilaaa sesama perempuan padahal ya harusnya dia bela korban karna dia samaÂ² perempuan ada ignya ga tuh si jaksa kita viralin,"That is a woman's prosecutor, right? Crazy, fellow women, even though she should have defended the victim because she is the same woman, there is an ig, ig, ig, the prosecutor is vial"
mohon ijin bpk mohon dibantu bpk terima kasih,"Please permission, please help me, thank you"
pantesannnnnn wkwk,Pantesannnnnnn wkwk
cenah,Cenah
up,up
sikatt mas tegar,Sikatt Mas Tegar
usut tuntas atau kita yg balas,thoroughly investigate or we who reply
nnti klo kita yang balas kita yang di penjara kan kita ga punya duit bang,"later if we are the one who reply we are in prison, we don't have money"
jiahh ko pada tag buirna,jiahh ko on the buirna tag
bener bang sikat aja bang,"Bang, just brush, sir"
salah kah,is it wrong
tau ga orangnya gay,do you know the person is gay
ga salah cuman udah ada yg berwajib yang menanganinya,"I'm not mistaken, there are already the authorities who handle it"
waduh bahaya kalo bangsuh udh komen begini izin bang,"Wow, dangerous if the bangs have commented like this, bang"
kasih paham pelakunya adiks,love the culprit
kasih paham,Love
to the point ya bos,"To the point, boss"
yaah di privat,Well in private
nu iyeu wa,NU Iyeu WA
yeuh a lanceukna tanya ka si eta tah a,Yeuh a lanceukna asking the eta tah a
galak aat jing,fierce aat jing
ampun bang matel,Gosh Bang Matel
pas buka fb udh banyak yg silaturahmi juga,"when opening fb, many are friendly too"
sejauh ini ini yang paling jauh,so far this is the farthest
dikeluarin dari muka bumi juga kalau bisa,be released from the face of the earth too if possible
nii pelaku nya tongg yang kasus pemerkosaan itu,NII the perpetrators of the rape case
gercep bgt myy,BGT BGT MYY
plus sama kasus beli lauk wkwk,Plus with the case of buying side dishes
anak ingusan kemaren sore,Nony child yesterday afternoon
karunya jiwa konselor ku merontaronta,the kannya of my counselor's soul
eehh nyempil disini mama aisya iya iya,"Eehh, the mom is stuck here, yes, yes"
pen meluk korbannya sambil bilang dek lu anak yg kuat sumpah lu kuat banget sampe detik ini elu masoh bertahan dan masih ada,Pen hugs the victim while saying your deck is a strong child who swear you are very strong until this moment you have survived and still there
kesel banget jiwa gue meronta sama beginian,I am so frustrated by my soul
anak org penting di pdg wkwk,an important child in PDG wkwk
udah mati kan bapaknya,already dead his father
pejabat,official
udah tpi kluarga nya keknya masih pengaruh,already but the family is still influenced
mantan kadis lingkungan hidup pandeglang,Former Head of Environment Pandeglang
matamu bijaksana mengikhlas harusnya mereka sadar ucapan mereka buat mereka ya kak bukan utk korban geram loh sumpah kalo udh viral apa bakal bisa menang utk korban kalo masih atas nama duit yg berkuasa korban akan bnyk kalah,"Your eyes wise since they should be aware of their words for them, sis, not for furious victims, I swear if it's already viral, what will be able to win for the victim if it's still in the name of the money that is in power the victim will lose many"
baturan dia nyaah,he is his baturan
baturan dia nyaah,he is his baturan
baturn aing mh cuma si komeng smakin didepan,Baturn Aing MH Only the Komeng smakin in front
ie lin jelemana,Ie Lin Jelemana
males ah orang saya juga gabisa bedain mana salah dan benar,lazy ah my person can also be different from which one is wrong and right
emang kalo keluarganya polisi bebas berbuat apa saja ya,indeed if the family of the police is free to do anything
perkaranya sudah p dari bulan maret sudah dilimpahkan ke kejaksaan sudah sidang juga tinggal menunggu vonis hakimdi kepolisian sudah mendapat keadilan tinggal tahapan selanjutnya di kejaksaan dan hakim memutuskanpunten dek jangan kemana mana,"The case has been delegated from March to the prosecutor's office, the trial is also just waiting for the verdict of the police judges to have received justice, the next stage is at the prosecutor's office and the judge decides"
sabar bun,Patience Bun
keselemosi gua sebagai perempuan ga terima ih traumatic para korban bisa sampe kapan coba ilangnya,Senamed I as a woman did not accept the traumatic traumatic of the victims when it
sikaaat dev,Sikaaat Dev
mana katanya buat posko perlindungan anak perempuantapi malah ngebela pelaku,where he said to make a post protection post by Perempuantapi even defending the perpetrators
grgttt ya teh terlalu meremehkan mental health seseorang,grgttt yes tea too underestimated someone's mental health
sekeren sekaya apa si laki lakinya penasaran gua mah,as cool as how rich the man is curious
sekeren arjuna bawa tombak dev,ARJUNA ARJUNA BROKE AMPI DEV
iyah dikira mental orang bisa sembuh sehari dua hari apa,"Yeah, I think mentally people can heal a day or two days"
ooh apa bakingannya yang kuat,ooh what is the strong baking
tolong dibantu keadilannya dong ibu bapak,please help the justice
pdhl bisa trauma seumur idup,pdhl can be traumatized by life
moal didenge teh karehel ieu,Moal in the tea karehel ieu
ig nya apa spill dong,what's the spill
ada di komen atas ka,is in a comment on ka
cenah nyah teh,cenah nyah tea
sanes cenah dei tos kanyahoan a bapak na eta sudah almarhum mantan kadis dlh pandegelang,"Sanes Cenah Dei Tos Kanyahoan A, Mr. Na Eta, the late former Head of DLH Pandegelang"
iya tapi status kemahasiswaan nya tertulis hilang,yes but the student status is written missing
ku kaciri jasa jelema te benerna,I Kaciri Jelema Services Terenna
cenah nyah teh,cenah nyah tea
jaman sekarang uang adalah segalanya yg slah pun bisa jdi benar,nowadays money is everything that can be true
yg bener colek,really poke
ditwitter sudah dispill tuh harta benda si jaksalihat story,"Ditwitter has been disptered, the property of the jaksalihat story"
sepakattt,agree
pernh suatu ketika nyuruh anak tersebut baca istigfar dgn nada lembut jang coba istigfar dulu krn dia dtg telat dan berusaha kabur langsung guru na di ajak gelud di surung smpe di dipisahin kesiswaan dan satpam,Once the child tells the child to read istigfar with a soft tone to try istigfar first because he is late and tries to run away directly by the teacher NA invited to be involved in Surung SMPE in the student and security guard to be separated
berani bayar berapa kalo kasus ini berhasil saya damaikan kurang lebih begitu obrolannya pak wkwk,"Dare to pay how much if this case was successful I reconciled it was more or less the conversation, sir, wkwk"
uda viral skrg semoga bnran dibersihin pejabat yg disogok semua dan pelaku kena skrg biar tau kalo media power lebih kuat dari money power,Uda viral now hopefully BNRAN will be cleaned by officials who are bribed and the perpetrators will be hit now so that the media power is stronger than money power
sebagai netijen cepat viralin gemesh pn nyubit ginjal nua,as a netijen quickly vialine gemysh pn nying the kidney nua
murid tah,student tah
up,up
up,up
ancaman pembunuhanpemerasan dllpasal berlapis,"threat of murder of freedoms, etc. layered"
uppp,UPPP
upp,UPP
up bang,up bang
tolong bantuannya,Please help?
org mana si dia,org which one he
rumahnya di cigadung,his house in Cigadung
deket dong,close
cigadung mana bro kenal teu,cigadung where bro know teu
te kenal bos urang mah,I know Boss Urang Mah
teh knl,KNL Tea
kirain ganteng anjir,Kirain Handsome Anjir
hih netizen,hih netizen
awas video dia kasebar nad,Watch out for the video he's Kasebar Nad
aya geh video dia nang wkwk,Aya Geh Video he nang wkwk
sok di jelaskeun ka anang kumaha ceritana,pretentious at the clear ka anang kumaha ceritana
nad si suka cenah kadia,Nad Si Like Cenah Kadia
paling gabisa soal suka ceunah ka anang,Most can not be about the liking of ceunah ka anang
hah gman gmna,hah gman gmna
teu iluan nang kan aing mideokn doang,teu iluan nang right aing mideokn only
bukan gua itu a wkwk,not a cave is a wkwk
kalakuan si,Si
aslinaa wkwkwk,Aslinaa wkwkwk
si eta mah korban jo bukan pelaku,the eta mah the victim Jo is not the perpetrator
alaah siaa boy,Alaah Siaa Boy
pandeglang deui bae aneh,Pandeglang Deui Bae Strange
pelan pak supir,"Slowly, the driver"
nih gimana nih,What do you do
pdhl samasama cwe ya teh apalgi dia seorang ibu bisabisa nya disuru mengikhlaskanmemaafkan cenah,"pdhl together cwe yes tea, if she is a mother, he can be pursued to let it be cenah"
iya gapaham harus memaafkan karena di hubungkan dgn masalah kejiwaan aku gatau mental nya s tth korban ini ihh keselll,"yes gapahaham must forgive because it is connected to the psychiatric problem I don't know mentally, this victim is IHH"
tenang teh hukum karma berlaku mungkin si ibu kejari pdg yg terhormat ga merasakan nya tapi dia gatau ada anak cucu nya hukum alam sama timbal balik berlakuuu bukan doain yang buruk tapi ya mmng kenyataannya s ibu nya yg keterlaluan,"Calm down Karma's law applies maybe the honorable mother of the Kejari PDG does not feel it but she doesn't know that there is a grandchildren of natural law and reciprocity, not to pray that is bad but in fact the mother is too much"
ayo bantuin dong,Let's help me
penegak hukumna jiga kontol,law enforcement jiga dick
ramein ah,Ramein Ah
gass,Gass
ngarasa jagoan pandeglang,Ngarasan hero Pandeglang
dari jman sma emg si cowo sosoan jadi jagoan sii,from jman high school emg the guy sosoan became a champion sii
jagoan itu lawan nya cowok lagi bukan berani sama cewek,the hero is the opponent of the guy anymore not the dare of girls
adik kelas lu pada ituu haha,"your younger junior, haha"
hee adkel lu juga wey ahahah,Hee adkel you too wey ahahah
tidak terdaftar sbg adik kelas si pelaku mah wkwk dah di kick wkwk,"not registered as a junior class of the perpetrator, but it was kicking"
siap teh kita kawal sama ya,ready for tea we guard the same
siap pak dewan trmksih sdh mendengarkan masukan dr kami semoga pemkab pandeglang diberikan kesehatan kemudahan utk melindungi mengayomi dan melayani masyarakat aamiin yra,"ready for the council to listen to our input from us, hopefully the Pandeglang Regency Government will be given health to protect protect and serve the Aamiin YRA community"
hebat maneh lin,Great Maneh Lin
cocok teu jd sekretaris dewan sekwan wkwk halu,suitable teu jd secretary council secretary wkwk hau
sikat kang,Brush Kang
beneran saya orang jatim jadi ngeri liat hukum pandeglang,Really I am East Java so horrified to see the law of Pandeglang
parah si wa,severe the wa
tong kitu wak allah mah teu suka ihh,Tong Kitu Wak Allah Mah Teu likes ihh
tapi kamu suka kan,"but you like it, right"
sejauh ini ini yg paling jauh siiih emg bolee sampe sejauh ini wak,So far this is the most far siiih emg bolee until so far wak
panjang panjang orang baik,Length of good person
plan plan pak supirrr,Plan Plan Pak Sukirrr
anaknya alm anwi pemkab,his child is the regency
bisa juga sih,You can too
aku nya di privat di bio nya saya minta maaf wkwk,I am in the private in the bio I apologize wow
dengan se adil adil nya,with a fairness
nii ig tersangka,NII IG Suspect
amin,Amen
katanya ini,he said
ni bang,Ni Bang
gass cuy bantai,Gass cuy slaughtered
niihhh,Niihhh
kelazz min,Kelazz Min
report aja ga si gaes,"Report, Gaes"
anwari husnira,Anwari Husnira
iya bib bukan ente,yes bib is not you
i u kak anestesi kk berani dan muliaa,i u sis anesthesia KK is brave and Mulia
akwkwk bagus,Akwkwk is good
spill donk jaksa nya biar di monitor pak pak kasus revenge porn melibatkan anak penguasa,"Spill, please let the prosecutor be monitored, sir, the Revenge Porn case involves the ruling child"
iya saya mau bertanya aja takut saya salah nilai,yes I want to ask just afraid I am wrong value
owalah bener bener,"Oh, right"
njr,NJR
iya bukan,yes no
soal nya suka bingung sama yang pacaran mereka yang ngelakuin mereka yang nyebar,the problem is confused about those who are dating those who do those who are spreading
astaga guabga kenal bang gua cuman masih bingung,"Gosh, I know, I'm still confused"
pemerkosaan,rape
