media,user_name,mention_name,day,like_comment,comment,cont_of_reply,reply_comment_name,username_reply,comment_en,Polarity,Analysis,emotion
pandeglangeksis,guruhindra_,,5 jam,0,Kota santri apah kota cabul iye,0,,,City of Santri Apah Odd City Iye,-0.166666667,Negative,anger
pandeglangeksis,mahardiande,,5 jam,0,saya doakan keluarga kejaksaan pandeglang terutama bu nanim tidak mengalami hal serupa seperti yg terjadi terhadap korban..,0,,,"I pray for the Pandeglang Prosecutor's Family, especially Mrs. Nanim, does not experience the same thing as the victim happened ..",-0.025,Negative,disgust
pandeglangeksis,jmludin_,@tussiiiiiiiii_,5 jam,0,Adah dele ge kalakuan,0,,,Adah Dele Ge Kalade,0.0,Neutral,fear
pandeglangeksis,mybabygirllllllll,@kejaripandeglang,5 jam,0,"chuaks, faktanya kan katanya korban di ajak ketemu sama jaksa penuntut pas pemeriksaan saksi malah disuruh “ bijaksana” xixixi bu bantah terus bahkan pas di posko kata nya ditanya “ Kamu memaafkan ga?” PENTING AMAT BU!! TUGAS IBU ITU NUNTUT BUKAN NANYA MAAFIN APA GA. COBA ADMIN PIN DONGG SURU BACA TWITTER AKU BACA DR TWITTERTT NIIIIY",0,,,"Chuaks, the fact is that the victim was invited to meet with the prosecutor when the witness examination was even told to be ""wise"" xixixi, but all the time was asked to be asked ""You forgive me?"" Very important ma'am !! The mother's job is not to ask for what forgive me. Try the admin PIN Dongg Suru Read Twitter I read from Twittertt niiiiy",0.479166667,Positive,negative
pandeglangeksis,sarif_hidayat210,,5 jam,0,"😂😂 kalo di media masa iya mau jujur , lah kalo maling jujur penjara penuh 😂",0,,,"😂😂 If in the media, you want to be honest, if the thief is honest with full prison 😂",0.516666667,Positive,anger
pandeglangeksis,koj3n,,5 jam,0,Rusak lah rusak Kejari nageh,0,,,Damaged was damaged by the nageh governor,0.0,Neutral,surprise
pandeglangeksis,tegarpnca46,@adamsyaron46,5 jam,0,Loh loh ko bisa gini,0,,,You can do this,0.0,Neutral,anticipation
pandeglangeksis,sendifrds25,,5 jam,0,Bilang moveon ke si cewek nya. orang si cowo nya yg gk mau di putusin hahaha lawak njirr,0,,,Said Moveon to the girl. The guy's guy who doesn't want to break up hahaha,0.2,Positive,joy
pandeglangeksis,agung_logika,,5 jam,0,Emg udah ruzak,0,,,Emg already ruzak,0.0,Neutral,negative
pandeglangeksis,bymanthusiasm,@harrymaguire93,5 jam,0,kocak banget kaya,0,,,Very hilarious rich,0.5125,Positive,positive
pandeglangeksis,amindarmono23,,4 jam,0,"Positif thinking aja, Mungkin kejarinya udh terima amplop wk 😂",0,,,"Just positive thinking, maybe the fierce is already accepting the envelope wk 😂",0.227272727,Positive,sadness
pandeglangeksis,lusepbiston20,@kejaripandeglang,4 jam,0,"Lo lo lo ga bahaya tah, ngeluarin statment begitu",0,,,"You're not dangerous to you, out of State like that",0.3,Positive,trust
pandeglangeksis,reynal_alf,,4 jam,0,Haliwu,0,,,Haliwu,0.0,Neutral,anger
pandeglangeksis,babysweetmatchaa,,4 jam,0,di luar nurul,0,,,Outside Nurul,0.0,Neutral,fear
pandeglangeksis,fitrishhtf,,4 jam,0,Moga aja keluarga kejari nya g ada yg senasib sama si korban ya 😐,0,,,I hope the family of the Kejari doesn't have the same fate as the victim 😐,-0.0375,Negative,negative
pandeglangeksis,budiman_tri95,,4 jam,0,geus viral mah karak ngomong kitu. dasar pengecut,0,,,Geus Viral Mah Karak Talking Kitu. you are a coward,0.0,Neutral,sadness
pandeglangeksis,iyuttmujimi_camonk,,4 jam,0,Ini kejati ada masalah apa sama tersangka . Ko melindungi sekali kesannya. Coba anak bp/ibu yg jd korban . Apa masih bisa ada kata damai???😮,0,,,This is a problem with what the suspect is. How come you protect the impression. Try the child bp/mother who is a victim. Can there be a word of peace ??? 😮,-0.075,Negative,trust
pandeglangeksis,vousmeguava,@alealwiii,4 jam,0,apa benar katanya akun pelaku tuh ini? ??,0,,,Is it true that the perpetrator's account is? ??,0.35,Positive,anticipation
pandeglangeksis,nhytirma_,,4 jam,0,"Tenang aja istilahnya wlpn tak ada uang bukan brti kt tdk punya kuasa, justru kuasa allah lebih besar dibanding kuasa org yg berduit🤲🏻 .",0,,,"Just calm down the term wlpn there is no money instead of not having power, instead God's power is greater than the power of people who have a money.",0.214814815,Positive,negative
pandeglangeksis,rudiyanajaya21,@pandeglangeksis,4 jam,0,h,0,,,h,0.0,Neutral,anticipation
pandeglangeksis,ari_unyiel23,,4 jam,0,Arek heran tapi indonesia ieu mah 😂😂,0,,,Arek is surprised but Indonesia ieu mah 😂😂,0.1,Positive,anger
pandeglangeksis,reyhandas_at_taqy,,4 jam,0,"😂😂😂 ngurusin moveon juga yah, kreatif nya kelewatan",0,,,"😂😂😂 take care of the moveon too, creatively too",0.5,Positive,fear
pandeglangeksis,imammujahidzulkarnain,,4 jam,0,Tekaharti taikotokdilebuan,0,,,Tekaharti taikotokdilebuan,0.0,Neutral,negative
pandeglangeksis,kla_kitchen,,3 jam,0,Move on??????,0,,,Move on ??????,0.0,Neutral,sadness
pandeglangeksis,yyyyuniseeeiiga,,3 jam,0,"Yg harusya move on itu siapa anjj, otaknya gadipake anjir",0,,,"Who should move on who is anjj, his brain is gadipake anjir",0.0,Neutral,disgust
pandeglangeksis,muhamadulfan,,3 jam,0,"Di luar nurul, tidak habis pikri.. aAAAAkhh! ga bahaya ta",0,,,"Outside Nurul, not finished Pikri .. aaaaakhh! Not dangerous ta",0.15,Positive,negative
pandeglangeksis,yunadi956,,3 jam,0,Salah arah.,0,,,Wrong way.,-0.5,Negative,sadness
pandeglangeksis,nttqueen009,,3 jam,0,Makij ksni makinn mls baca nya wkwk😂,0,,,KSNI MIJ MLS MLS read it wkwk😂,0.0,Neutral,anger
pandeglangeksis,riiska94,,3 jam,0,Konoha😂,0,,,Konoha😂,0.0,Neutral,fear
pandeglangeksis,fandiadc,,3 jam,0,gua pengen tau muka yang namanya Si Nanin Nanin itu. geura sia hirupna bakal sangsara.,0,,,I want to know the face whose name is Nanin Nanin. Geura is hirupna will be Sangsara.,0.0,Neutral,negative
pandeglangeksis,afifahanindatasya_tasyong,,3 jam,0,Ohhh mungkin temenya mario teguh makanya ngasih motivasi😂,0,,,Ohhh maybe his friend Mario is firm so he gives motivation😂,-0.2,Negative,sadness
pandeglangeksis,tubaguslingga121,@alealwiii,3 jam,0,harus kesamber petir zeus 500x,0,,,Must Kesamber Lightning Zeus 500x,0.0,Neutral,positive
pandeglangeksis,gstav_sp,,3 jam,0,oalah ngeles gak tuch 🤭,0,,,oalah ngeles not tuch 🤭,0.0,Neutral,trust
pandeglangeksis,la_alvi,,2 jam,0,Sulitnya mencari keadilan untuk rakyat kecil mulai terbuka. Seakan semua bisa di beli dgn uang.. emng sekarang apa apa harus viral dulu baru bisa di kawal sampe tuntas,0,,,The difficulty of finding justice for small people is starting to open. As if everything can be bought with money .. now what should be viral first and then can be guarded until complete,0.083333333,Positive,trust
pandeglangeksis,herdiana_official.47,,2 jam,0,"Kejari pandeglang terlalu lama main sama si panji gumilang , jadi lier hahaha😂",0,,,"Kejari Pandeglang is too long playing with Panji Gumilang, so lier hahaha😂",-0.05,Negative,anticipation
pandeglangeksis,tanjunglesung_id,,1 jam,0,"Kejari nya minta dikebiri dulu, baru mimin kasih motivasi move on 😤",0,,,"His Kejari asked to be castrated first, then Mimin gave motivation to move on 😤",0.25,Positive,anticipation
pandeglangeksis,mry.skye_,,1 jam,0,Kriminal dibalas motivasi wkwk,0,,,Criminal Motivation Wkwk,-0.4,Negative,trust
pandeglangeksis,dimasajitama19,,1 jam,0,kejari alih profesi jadi motivator 🤣 pdhl korban minta keadilan bukan motivasi wkwkw ngaco emg,0,,,Kejari Transfer of Profession to Motivator 🤣 PDHL victims asking for justice not motivation wkwkw ngaco emg,0.0,Neutral,trust
pandeglangeksis,yailahraf,,48 menit,0,Di dunia hukum bisa kalian utak atik di akhirat gk bisa.,0,,,In the world of law you can use it in the hereafter.,0.0,Neutral,trust
info.banten,dansss_su,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,fear
info.banten,nurfalah_19,@prabowo,1 hari,0,h,0,,,h,0.0,Neutral,positive
info.banten,ociiiiiiiiii0710_,#Viraldulubarudibantu,1 hari,0,h,0,,,h,0.0,Neutral,trust
info.banten,yudha6h,@jokowi,1 hari,0,h,0,,,h,0.0,Neutral,anticipation
info.banten,nico.ooooooooo,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,trust
info.banten,paisalnur07,@ctd.insider,1 hari,0,h,0,,,h,0.0,Neutral,anger
info.banten,mey_wantah,@lambeturah,1 hari,0,h,0,,,h,0.0,Neutral,anticipation
info.banten,meiwijaya17,,1 hari,0,h,0,,,h,0.0,Neutral,fear
info.banten,muktadi_wongserang,@kejaksaan.ri,1 hari,0,h,0,,,h,0.0,Neutral,anger
info.banten,muktadi_wongserang,@hotmanparisofficial,1 hari,0,h,0,,,h,0.0,Neutral,fear
info.banten,dedenruwetd,@polisitiktok,20 jam,0,h,0,,,h,0.0,Neutral,negative
info.banten,wahyaniumi,@listyosigitprabowo,1 jam,0,h,0,,,h,0.0,Neutral,sadness
info.banten,wahyaniumi,@mohmahfudmd,1 jam,0,h,0,,,h,0.0,Neutral,anticipation
info.banten,wahyaniumi,@hotmanparisofficial,1 jam,0,h,0,,,h,0.0,Neutral,negative
pandeglangeksis,dedenruwetd,@polisitiktok,5 jam,0,h,0,,,h,0.0,Neutral,positive
pandeglangeksis,furqon_mubarokk,@_ibnrasyadi,6 jam,0,h,0,,,h,0.0,Neutral,anticipation
pandeglangeksis,farhannd_24,@alwisihabbb_,45 menit,0,h,0,,,h,0.0,Neutral,joy
infopandeglang,sarah.yuliniar,,2 hari,0,spill :v,0,@jujun_feb,jujun_feb,Spill: v,0.0,Neutral,positive
infopandeglang,incu_ultram4n,,2 hari,0,spell om,0,@jujun_feb,jujun_feb,Spell Om,0.0,Neutral,trust
infopandeglang,arlinaa07,,2 hari,0,serett,0,@jujun_feb,jujun_feb,Serett,0.0,Neutral,joy
infopandeglang,zaxskyy_,,2 hari,0,tag akunnya bang mau silaturahmi,0,@llinkarr,jujun_feb,"Tag the account, sir, want to be friendly",0.375,Positive,positive
infopandeglang,istrimuda_jeonjungkook,,2 hari,0,mau silaturahmi akunnya private,0,@llinkarr,jujun_feb,Want to friendship the account is private,0.0,Neutral,trust
infopandeglang,in_6912,,2 hari,0,serius? klo fitnah besar loh dosanya,0,@llinkarr,jujun_feb,"Serious? if it's big slander, the sins",-0.166666667,Negative,disgust
infopandeglang,yuuhuu06,,2 hari,0,ada nama lengkapnya nih,0,@llinkarr,jujun_feb,there is a full name,0.35,Positive,fear
infopandeglang,llinkarr,,2 hari,0,lah emang dia pelakunya wkwkwk,0,@in_6912,jujun_feb,is it the culprit wkwkwk,0.0,Neutral,negative
infopandeglang,gusnimuharam,,2 hari,0,nih bang akun pelakunya,0,@incu_ultram4n,jujun_feb,here is the culprit account,0.0,Neutral,anger
infopandeglang,dicky.sandi.7528,,2 hari,0,h,0,@llinkarr,jujun_feb,h,0.0,Neutral,fear
infopandeglang,m_05_faiz,,2 hari,0,wanjitr,0,@llinkarr,jujun_feb,Wanjitr,0.0,Neutral,negative
infopandeglang,alifian_kun,,2 hari,0,nih bang pelakunya,0,@jujun_feb,jujun_feb,Here is the culprit,0.0,Neutral,sadness
infopandeglang,incu_ultram4n,,2 hari,0,"ketemu a,nama fb nya",0,@llinkarr,jujun_feb,"Meet A, the name of the fb",0.0,Neutral,positive
infopandeglang,gunawanz01,,2 hari,0,orang mana tuh pelakunya. sepertinya ada bibit psico...,0,@jujun_feb,jujun_feb,Which person is the culprit. Looks like there are psico seeds ...,0.0,Neutral,trust
infopandeglang,ahyaani2_,,2 hari,0,Tau dari mana kak? Pelakunya itu Alwi dan Dimana rumahnya 😂,0,@llinkarr,jujun_feb,Do you know where sis? The culprit is Alwi and where is his house 😂,0.0,Neutral,trust
infopandeglang,wari.jh_,,2 hari,0,harus viral dulu baru ditangani biasalah😂,0,@novitayanti000,jujun_feb,must be viral first and then handled usually 😂,0.0,Neutral,trust
infopandeglang,yusufindrajat,,2 hari,0,inima playboy ping kakak,0,@gusnimuharam,jujun_feb,This is Playboy Ping Brother,0.0,Neutral,positive
infopandeglang,novitayanti000,,2 hari,0,"kejaksaan sana ngeri sumpah, kasus kya gtu suruh ngikhlasin ama si korban, sementara pelakunya bebas gtu, ampunnnn manusia kga ya",0,@wari.jh_,jujun_feb,"The prosecutor's office was horrified to swear, the case of Kya was told to give the victim to the victim, while the culprit was free, forgive",0.083333333,Positive,anger
infopandeglang,rivel_and1,,2 hari,0,ohh bapak ny mantan pejabat toh?,0,@llinkarr,jujun_feb,"Ohh, Mr. Mrs. Former official anyway?",0.0,Neutral,disgust
infopandeglang,wari.jh_,,2 hari,0,"aku dulu pas masih anak² sempet tinggal disana (Pandeglang) karena kampung nenek, tapi diriku besar di Depok, agak kaget juga loh aku kok bisa² nya seperti itu :"") sedih sih asli, kek ikutan sesek aja gitu. Tapi disini kasus pelecehan perempuan juga marak sih, no komen aku ya soal nya setiap daerah pasti ada.",0,@novitayanti000,jujun_feb,"I used to be when I was still a child living there (Pandeglang) because of my grandmother's village, but I was big in Depok, I was a bit surprised, I could be like that: "") Sad, the original, just like that. It's widespread, no comment I have about every region there must be.",-0.00625,Negative,fear
infopandeglang,astyydm,,2 hari,0,orang orangan sawah,0,@jujun_feb,jujun_feb,the Scarecrow,0.0,Neutral,negative
infopandeglang,nothnnas,,1 hari,0,awas jgn² akunlu itu cuma nyari pansos semata,0,@llinkarr,jujun_feb,"Watch out, don't just look for the account.",0.0,Neutral,sadness
infopandeglang,llinkarr,,1 hari,0,hah? wkwkwkw lo buka link yg dibawahhhhhh coook wkwkwkwk konyol,0,@nothnnas,jujun_feb,hah? wkwkwkw you open the link belowhhhhh coook wkwkwkwk silly,-0.25,Negative,surprise
infopandeglang,wissskuy,,1 hari,0,h,0,@jujun_feb,jujun_feb,h,0.0,Neutral,anger
infopandeglang,yovtrash,,2 hari,0,rerencangan lain wa,0,@tanwiruljojo,tanwiruljojo,Another plan WA,0.0,Neutral,disgust
infopandeglang,inpopandeglang,,2 hari,0,gak punya akun kayanya,0,@panggil_ham,tanwiruljojo,don't have a rich account,0.375,Positive,fear
infopandeglang,tikka_aquariuss,,2 hari,0,di gembok akun na geh😅,0,@tanwiruljojo,tanwiruljojo,At the Na Geh Deepup account padlock,0.0,Neutral,negative
infopandeglang,r.nii7_,,2 hari,0,teror😤🤣,0,@panggil_ham,tanwiruljojo,terror😤🤣,0.0,Neutral,sadness
infopandeglang,sofiamakeup.organizer_,,2 hari,0,Instagram Bu Kejari nya apa ya a di spill dong,0,@tanwiruljojo,tanwiruljojo,"Instagram, Mrs. Kejari, what is the spill",0.0,Neutral,anger
infopandeglang,dahfeb_,,2 hari,0,h,0,@tanwiruljojo,tanwiruljojo,h,0.0,Neutral,fear
infopandeglang,hallorizs,,2 hari,0,kira kira saya DM ngebales ngga ya ngab seru jga nih kaya nya di ajak di atas ring 😂,0,@tanwiruljojo,tanwiruljojo,"I guess I dm ngebales or not, it's also fun, it's like being invited on the ring 😂",0.3,Positive,negative
infopandeglang,nofiee_djamal,,2 hari,0,"baru mau nyentil biji mata nya, ehh di private.. anj...",0,@tanwiruljojo,tanwiruljojo,"just want to flicker the seeds of his eyes, ehh in private ... anj ...",0.0,Neutral,sadness
infopandeglang,an_syah08,,2 hari,0,gasken bang ajakin,0,@hallorizs,tanwiruljojo,Gasken Bang invited,0.0,Neutral,anger
infopandeglang,cot42.5,,2 hari,0,di privt ngaa seru lah,0,@dahfeb_,tanwiruljojo,"In Privt, it's fun",0.3,Positive,anticipation
infopandeglang,an_syah08,,2 hari,0,akunnya privat wkwk,0,@hallorizs,tanwiruljojo,His account is private wkwk,0.0,Neutral,joy
infopandeglang,dahfeb_,,2 hari,0,seru kalo u follow sengg😽,0,@cot42.5,tanwiruljojo,exciting if u follow lend😽,0.3,Positive,positive
infopandeglang,miladewi93,,2 hari,0,ini nama akunnya ?,0,@tanwiruljojo,tanwiruljojo,Is this the name of the account?,0.0,Neutral,surprise
infopandeglang,nelaafrtksr,,2 hari,0,disss ganteng kgaaa yatim yg mengesalkan-_-,0,@tanwiruljojo,tanwiruljojo,Handsome Dissss Kgaaaa Annomy Yatim -_-,0.5,Positive,trust
infopandeglang,ewink86,,2 hari,0,jir matanya si bocah rada2 sico 😮😮😮😮,0,@tanwiruljojo,tanwiruljojo,The eyes of his eyes are rather sico 😮😮😮😮,0.0,Neutral,anticipation
infopandeglang,mami_arkhan,,2 hari,0,liat profil ig photo mata nya doang serem 😮,0,@tanwiruljojo,tanwiruljojo,see the profile of IG photos of his eyes just scary 😮,-0.5,Negative,joy
infopandeglang,rrghaida_,,2 hari,0,bio nya kaya yang iya,0,@tanwiruljojo,tanwiruljojo,the bio is like yes,0.0,Neutral,positive
infopandeglang,delahanalenash,,2 hari,0,mantap bangg👏,0,@tanwiruljojo,tanwiruljojo,great proud👏,0.8,Positive,surprise
infopandeglang,dunand_id,,2 hari,0,ini nih kayaknya akun media pandeglang yang berani,0,@inpopandeglang,tanwiruljojo,This is like a brave Pandeglang media account,0.8,Positive,trust
infopandeglang,ayusucilr,,2 hari,0,"definisi yatim ajg, kesian bapanya",0,@tanwiruljojo,tanwiruljojo,"Definition of Yatim Ajg, his father",0.0,Neutral,anger
infopandeglang,hallorizs,,2 hari,0,gk jadi masalah kalo emng dia terbukti bersalah bisa kali Rahang di patahin awokawok,0,@an_syah08,tanwiruljojo,It doesn't matter if he is proven guilty to the jaw of being broken by Awokawok,-0.45,Negative,fear
infopandeglang,an_syah08,,2 hari,0,kaciww🙌,0,@hallorizs,tanwiruljojo,Kaciww🙌,0.0,Neutral,negative
infopandeglang,hallorizs,,2 hari,0,komen gw gk ada anjay wkwkwk knapa ya awokawok sok keren bngt tuh orang gk laki brani sama perempuan 😂,0,@an_syah08,tanwiruljojo,"My comment is not there anyway, why is that Awokawok is pretentious so cool people are not brani with women 😂",0.025,Positive,sadness
infopandeglang,hallorizs,,2 hari,0,gmana coba posisi adik dia digituin apa dia bakal terima? Salam akal sehat hahahahaha,0,@hallorizs,tanwiruljojo,"How do you try the position of his sister, what is he going to accept? Greetings of common sense hahahahaha",-0.05,Negative,anger
infopandeglang,maulidayuliawati,,2 hari,0,kena mental kayanya doi bang,0,@tanwiruljojo,tanwiruljojo,"I got a mental rich, bro",0.1375,Positive,fear
infopandeglang,dhiskaamoriyana,,2 hari,0,coba nanti gua mo cari database ni orang ngab kali aja nemu,0,@tanwiruljojo,tanwiruljojo,"try later I want to look for this database, people will just find",0.0,Neutral,negative
infopandeglang,gunawanz01,,2 hari,0,"selain ingusan,, ileran ngga bang ?",0,@tanwiruljojo,tanwiruljojo,"besides runny nose ,, or not, bro?",0.0,Neutral,sadness
infopandeglang,ziansyahz,,2 hari,0,bapa dah mati juga bocah ingusan dongo,0,@tanwiruljojo,tanwiruljojo,Father and died also a nose boy Dongo,0.0,Neutral,negative
infopandeglang,fathur_m_assalam,,2 hari,0,emg yatim meresahkan. Mending solo lord pake angela sono. Ya gk bang?wk,0,@nelaafrtksr,tanwiruljojo,"EMG orphans are troubling. Better Solo Lord uses Angela Sono. Yes, bro?",0.5,Positive,disgust
infopandeglang,dimasafriana212,,2 hari,0,iya kak sekalian biar ancur sekeluarga besarnya tah,0,@dhiskaamoriyana,tanwiruljojo,"Yes, sis, so that the family is in the amount of the family",0.0,Neutral,fear
infopandeglang,70adrianm,,2 hari,0,Mohon bantuannya pak,0,@tanwiruljojo,tanwiruljojo,Please help sir,0.0,Neutral,negative
infopandeglang,svviftsky,,2 hari,0,""" i believe in god"" cenah wkwk",0,@tanwiruljojo,tanwiruljojo,"""I Believe in God"" Cenah wkwk",0.0,Neutral,sadness
infopandeglang,natasyaocha_,,1 hari,0,h,0,@tanwiruljojo,tanwiruljojo,h,0.0,Neutral,negative
infopandeglang,dhiskaamoriyana,,1 hari,0,Aamiinn,0,@dimasafriana212,tanwiruljojo,Aamiinn,0.0,Neutral,fear
infopandeglang,nenkkinzalnabilqis,,1 hari,0,"iya di privat ,pdahal gatel bgt nich jari sm mulut mau ngelaknat",0,@ismarosmiyanti22,tanwiruljojo,"yes in private, even though it's really a finger",0.1,Positive,trust
infopandeglang,moon.keys_,,35 menit,0,"kek psikopat dri sorotan mata nya wkwk. Sekeluarga kek firaun, nama nya aja yg ke arab araban 🤣",0,@tanwiruljojo,tanwiruljojo,"Kek Psychopath from the spotlight of his eyes. As a family of Pharaoh, the name is just to Arabic Araban 🤣",0.0,Neutral,trust
infopandeglang,akangpew,@tanwiruljojo,2 hari,0,cocokk🔥,0,,tanwiruljojo,suitable 🔥,0.55,Positive,trust
infopandeglang,marifatul_dzikri,@tanwiruljojo,2 hari,0,up dok,0,,tanwiruljojo,Up Doc,0.0,Neutral,negative
infopandeglang,affanrams,@tanwiruljojo,2 hari,0,pantau terus pak 🔥,0,,tanwiruljojo,continue to monitor sir 🔥,0.0,Neutral,joy
infopandeglang,jidan0601,@kiboymaulanaaa,2 hari,0,betull,0,,tanwiruljojo,right,0.285714286,Positive,positive
infopandeglang,titoaditya95,@tanwiruljojo,2 hari,0,dok mangat dok,0,,tanwiruljojo,"Doc, Doc",0.0,Neutral,positive
infopandeglang,yusup_izzam,@tanwiruljojo,2 hari,0,namany juga oknum bang....,0,,tanwiruljojo,"Namany is also a person, sir ....",0.0,Neutral,negative
infopandeglang,tengkurfli_,@tanwiruljojo,2 hari,0,skil 1 dulu mas baru ulti🙏,0,,tanwiruljojo,Skil 1 used to be an ulti player first,0.25,Positive,anger
infopandeglang,inpopandeglang,@tanwiruljojo,2 hari,0,"karna Sekaang Pandeglang banyak pendatang, peredaran miras, sudah Ke DPRD agar ubah Perda miras jadi 0%,",0,,tanwiruljojo,"Because there are many migrants, the circulation of alcohol, has been to the DPRD to change the Miras regulation to 0%,",0.5,Positive,anticipation
